Water_Consumption_Per_Building,Recycling_Rate,Utilization_Rate,Air_Quality_Index,Issue_Resolution_Time,Resident_Count,Water_Per_Resident,high_water_residents,low_air_high_issue,low_air_high_residents,high_issue_residents,high_recycling_utilization,Site_Area_Banashankari,Site_Area_Electronic City,Site_Area_HSR Layout,Site_Area_Hebbal,Site_Area_Indiranagar,Site_Area_Jayanagar,Site_Area_Koramangala,Site_Area_Malleshwaram,Site_Area_Whitefield,Site_Area_Yelahanka,Structure_Type_Industrial,Structure_Type_Institutional,Structure_Type_Residential,Electricity_Cost
0.32649026709243695,0.5449766273873702,0.6579855291760568,0.24257655248934226,0.23393068201227069,0.7457846952010376,0.0007095022522620903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23198.83216
0.043097402104643495,0.4480637418635742,0.987585222426838,0.7208673471966549,0.2702633669063059,0.28793774319066145,0.0003163934573450868,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15572.50527
0.4700078553092634,0.17436822714150915,0.5269032815536832,0.22538943186021534,0.27883329273422486,0.05188067444876783,0.014777746861790545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10612.77245
0.3856884312450918,0.1625519783391596,0.5743072209767763,0.3601265525060335,0.3475282526223166,0.37094682230869,0.001716053694121904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20202.62536
0.43800947357375186,0.4262910843431531,0.902881497087856,0.5482992019209895,0.1690670018208722,0.5849546044098574,0.0012196857949555136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24121.31116
0.0,0.18606922355127822,0.9890976676941028,0.40344115904263345,0.08896412588770092,0.0609597924773022,0.0004906708031337892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7457.022654
0.25640464003528207,0.07497527565760145,1.0,0.5098434341222396,0.13326899075875792,0.17898832684824903,0.002430097767298975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15914.3548
0.37513996454634746,0.3913674595894905,0.7980996822150741,0.34210541247293086,0.15038366047205115,0.3372243839169909,0.0018405752174830107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15391.55561
0.16521633430257587,0.1959267135928314,0.8404022805346241,0.36435122930764957,0.16457627951602072,0.5110246433203631,0.0005456521506019812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17297.37115
0.05204707264432459,0.23765294868224784,0.5475488600053682,0.43129642368477367,0.3411208109936487,0.3022049286640726,0.0003471753199579436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17434.98397
0.36854137680171983,0.3885015589677055,0.5932594848717747,0.5809050391490649,0.2565116908672588,0.016861219195849545,0.034372103814221046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10257.96277
0.13969326605960003,0.2940548986654006,0.6877164894578178,0.37130717836603006,0.4044227064238351,0.5136186770428015,0.000463100214126696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20114.76301
0.6409126920947835,0.36679176555956733,1.0,0.37194772785853636,0.30270791453680385,0.22568093385214008,0.004643809149011411,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16186.30396
0.4006690712555198,0.15189417877229291,0.5127427081316289,0.45044682128078384,0.25251908087795366,0.09208819714656291,0.0072067587332063174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16753.58402
0.36300836000223835,0.4324340973878721,0.8151091371393417,0.3411264372475292,0.1951195106286489,0.6861219195849546,0.000859572793716297,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22026.23343
0.2527065740201643,0.7348518337915096,0.8655690620251688,0.32363276478438885,0.2459027434131561,0.5071335927367056,0.0008265152494881866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22820.85652
0.4359509660202135,0.4800034823774496,0.8842777051239419,0.15983249989273648,0.07287291666790864,0.2801556420233463,0.0025682171950839657,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22215.81157
0.3360912441626482,0.40406016150693325,0.5736374803653359,0.10453844142777924,0.02885964924389548,0.2697795071335927,0.0020761875979890365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22348.82644
0.05562689269007305,0.05334546992366209,0.5349768497562646,0.2572195718098282,0.19162330517192266,0.496757457846952,0.00020888573968471202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20283.34042
0.1771891009066458,0.0785427858216518,0.7524283960216218,0.09156283686642036,0.3164362228633769,0.4889753566796368,0.0006110558021767545,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,28520.9323
0.1536061358870242,0.32260177296050174,0.8464003911509963,0.2751224443104442,0.3782146486619503,0.22568093385214008,0.001195213943682374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19579.42626
0.03244927137850019,0.6803865242577106,0.9807824623966925,0.4550449449951742,0.17790525789404327,0.26848249027237353,0.0002784356248914056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17175.35302
0.728899965206462,0.5664295046099295,0.9041072490743658,0.49074541795844184,0.11788038955027384,0.04928664072632944,0.023758590185406738,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15329.32171
0.21291275868967363,0.6238637759363078,0.6693700122450315,0.12083562278528924,0.10156535706499202,0.41893644617380027,0.0008555145887305962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16975.24214
0.08033060996285261,0.18798527639147514,0.7379678918542312,0.2891503522547919,0.06678644851004403,0.6057068741893644,0.0002302321121678522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19231.64722
0.280036032086225,0.6154928501443894,0.6882657220333785,0.27089683291318845,0.1226206090236004,0.125810635538262,0.0037606361689238145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17758.96984
0.20149402189027427,0.3667151407616354,0.8162925362834073,0.1380560117873357,0.2921796149916021,0.3229571984435798,0.0010629558687939124,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21696.87888
0.037138537385283873,0.21646191318854943,0.4456198740370519,0.3487213086186154,0.18374616859719062,0.2204928664072633,0.0003805199137377881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15497.25351
0.20725523568411472,0.423166684825673,0.7324322609034055,0.31961456112256825,0.4395322527246135,0.29961089494163423,0.0011790050591426254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21624.01698
0.11666786131842713,0.1815192047097815,0.8157225393732301,0.4412396070663284,0.019681465389451855,0.011673151750972761,0.01694226394533971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20667.77495
0.3915755275050832,0.12828059334286146,0.5688789112904433,0.4067821085149637,0.17074654387363397,0.3411154345006485,0.0018963466913541958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21415.24155
0.05265934936253165,0.15326965527309586,0.7612608023373084,0.5286800231238387,0.08201778056398533,0.16342412451361868,0.0006763175547525726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18671.92887
0.24603348523412183,0.24881500032187007,0.7490031111468274,0.3235565740503968,0.28480336639032533,0.5343709468223087,0.0007626277346543176,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20343.04718
0.17611383530526417,0.4752322499117147,0.7902380965953946,0.5224022736024622,0.38144114558903625,0.3748378728923476,0.0008029338695830115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18231.1839
0.0,0.2505129239604795,0.8453371873299593,0.2859416679972999,0.19123924437815942,0.10246433203631647,0.0002798416172432275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9044.068918
0.1886776660411488,0.2103347757783957,0.3081339147764815,0.2838430727235121,0.18979918102148857,0.3657587548638132,0.0008786759607476487,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13289.24668
0.445089098390768,0.7902907674800927,0.6568139951324488,0.3572081302390055,0.021601281618676464,0.3476005188067445,0.002106793036786858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21505.77653
0.0501356798362895,0.25862224678182394,1.0,0.17378903777808477,0.32888262077925945,0.2801556420233463,0.0003663165885648199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10298.58222
0.37442526106640345,0.6379306436269331,0.44757892860395504,0.4050611401807344,0.38727287559036094,0.03891050583657587,0.01573798404350208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18604.73343
0.212441469387313,0.3489588938154256,0.933702088822941,0.47995606190851525,0.09921537943283153,0.417639429312581,0.0008564689204218132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24870.85933
0.4531209497286037,0.40819125358192354,0.9009697030431676,0.3035202336103027,0.34466819814549193,0.41504539559014264,0.0017905964179882948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22897.79398
0.43417276242017394,0.07323561501839018,0.877700178223394,0.06751798240360919,0.15612054310912515,0.2529182879377432,0.0028360477695241453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22366.05041
0.06305860238126897,0.5232160325349328,0.6380632264929704,0.28494531346799856,0.289912977652974,0.05836575875486381,0.0022113009936733548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13675.16078
0.0,0.5117420925414361,0.5771159129654366,0.0192250039690681,0.3957295696399459,0.6977950713359273,1.053569055370674e-05,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17954.26369
0.33302345537510847,0.4864645152712534,0.6764951568347399,0.5345312875556473,0.35803686857593725,0.13748378728923477,0.004054550742896854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13290.74699
0.13886526199463645,0.40165891654097563,0.8272301972168041,0.3068037643031609,0.19825385930224376,0.26588845654993515,0.0009212531909311055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17785.70217
0.2993034548182471,0.20987316448073165,0.37388523898405274,0.3198253088553375,0.043193272521128534,0.5188067444876783,0.0009510578649059376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21425.37514
0.447385918133566,0.2335855622909276,0.8810857095712581,0.14997001429240467,0.3976363757403045,0.251621271076524,0.0029346952832333116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14097.95032
0.2584288291741635,0.26058841334690763,0.47359633949274454,0.09869124133007613,0.21981656559636864,0.23865110246433202,0.0018303564572266324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8704.679418
0.43628156628367054,0.10755464664661543,0.5264399705449199,0.4322360701271833,0.15667481505361558,0.1543450064850843,0.004677029770561226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19988.15501
0.20202189208993213,0.520154830240433,0.8973075123963485,0.14427498093958907,0.05829469638347032,0.21011673151750973,0.0016537404626296018,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13504.9683
0.07861690497399397,0.3420644802126858,0.5974981434212208,0.24509343156218075,0.2191062161384787,0.29961089494163423,0.0004923155299582347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18464.73652
0.2269950144068751,0.5787776733251495,0.6741971871987431,0.2959597640860055,0.27570628477158404,0.6316472114137484,0.0005915100886097578,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21154.60686
0.0,0.26291938813350846,0.6922142254475272,0.2575777177370741,0.023396336124567284,0.2697795071335927,8.464808867947784e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12585.32096
0.2520785748431404,0.31051308238653746,0.9177124318928407,0.3754607113381349,0.6356916199956173,0.0609597924773022,0.006994553679913837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13629.06508
0.09429441056491313,0.3188101332809915,0.7486883216352422,0.5902140168323723,0.47607063666500743,0.24124513618677043,0.0007233747931295112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19115.41604
0.037564687808637864,0.4289070882078432,0.6563754498242764,0.2303056834671508,0.20211964286476158,0.19974059662775615,0.00042696196944267393,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17912.58905
0.2844973851757253,0.23744002493247493,0.7659639052594733,0.011917813308729165,0.12485326735224019,0.2931258106355383,0.0016271877645397013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14607.16998
0.09931682707346556,0.4564427035710529,0.5568603824109435,0.3719222773555065,0.07027447850792758,0.08300907911802853,0.002245110078788495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14642.35846
0.39396840762703894,0.4505749765508267,0.6468305711765432,0.03786201441659613,0.08357137837475137,0.12321660181582361,0.005309526550955648,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10494.58979
0.0,0.2994073343808179,0.7459626315118506,0.6454150361882308,0.49677544346553976,0.39299610894941633,4.681988546944885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16350.06383
0.3373882374167659,0.07337476771263832,0.8684178235241395,0.2366382867858599,0.2791319058595746,0.32944228274967574,0.001701392031878532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14547.30034
0.29769897107087107,0.3519955056350311,0.7947200607124227,0.13582927442230128,0.4206324565699389,0.6108949416342412,0.0007983105499499272,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27293.25454
0.4794611882120318,0.4265372300218991,0.7166390398468425,0.39755239226312217,0.23841757118662377,0.47859922178988323,0.0016368075076149354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22375.27152
0.14491931398412097,0.16746752102557852,0.798984276178806,0.003005437993998937,0.10523356851383935,0.03891050583657587,0.006569231235519128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13344.48519
